,4.9_rbf_matern32_sin_lfbgs_0_0,4.9_rbf_matern32_sin_lfbgs_1_0,4.9_rbf_matern32_sin_lfbgs_2_0,4.9_rbf_matern32_sin_lfbgs_3_0,4.9_rbf_matern32_sin_lfbgs_4_0
       [ 5.36447185e-01],
       [ 7.41474561e-01],
       [ 3.79265541e-02],
       [ 2.42732045e-02],
       [-2.71572884e-01],
       [ 4.22705515e-01],
       [ 3.10028875e-01],
       [ 1.19514668e-01],
       [-1.83536413e-01],
       [ 9.42404201e-01],
       [ 3.07943359e-02],
       [ 6.27382962e-02],
       [ 5.83794737e-01],
       [-2.07199555e-01],
       [-9.25526331e-02],
       [ 4.25265508e-01],
       [ 1.87797023e-02],
       [ 6.74667826e-01],
       [ 6.97307193e-01],
       [ 7.75041580e-01],
       [-5.46996862e-02],
       [ 5.63199617e-01],
       [ 5.45702428e-01],
       [ 2.46324366e-01],
       [-2.21881275e-02],
       [ 5.60265643e-02],
       [ 1.52079981e-01],
       [ 1.00257162e-03],
       [ 4.52390515e-01],
       [ 6.12460229e-04],
       [ 1.20352956e+00],
       [-3.86399383e-01],
       [ 4.61803162e-01],
       [-2.59752287e-02],
       [-7.43738288e-03],
       [ 1.16565392e-01],
       [ 7.22049282e-01],
       [-2.00991535e-02],
       [ 1.07942621e-01],
       [-1.88158729e-01],
       [-1.44551359e-02],
       [ 2.55980508e-02],
       [ 1.77440250e-01],
       [ 2.75603755e-01],
       [-4.66125295e-01],
       [-5.85494218e-03],
       [ 4.73735420e-01],
       [-1.25512709e-01],
       [ 7.40890432e-01],
       [-5.12530607e-01],
       [ 3.46595627e-03],
       [ 8.03693477e-03],
       [-6.67502315e-02],
       [-5.17163064e-01],
       [-7.22050128e-01],
       [ 1.81106617e-01],
       [-7.08042113e-02],
       [-3.25778331e-01],
       [-1.61446597e-01],
       [-1.59240495e-01],
       [ 2.00863338e-01],
       [ 1.82460683e-01],
       [ 5.55615439e-01],
       [ 1.55940251e-01],
       [-9.28093038e-03],
       [ 1.21174241e+00],
       [-1.48602085e-01],
       [-3.21870956e-01],
       [-4.76694626e-01],
       [-2.29928007e-02],
       [-5.27470611e-01],
       [-4.02571654e-02],
       [-2.24139141e-01],
       [ 2.79386998e-01],
       [-2.70076007e-01],
       [ 1.65651566e-01],
       [-1.85632019e-01],
       [-1.19447106e-01],
       [ 1.54681505e-01],
       [ 4.92538396e-01],
       [ 2.69329707e-01],
       [-7.78925427e-01],
       [-3.51705911e-02],
       [-6.86287071e-02],
       [-9.11601696e-01],
       [-3.70587111e-01],
       [-4.05125832e-01],
       [-2.71741337e-02],
       [ 1.27005849e-01],
       [-4.23349661e-02],
       [ 3.47729018e-01],
       [ 2.47657186e-01],
       [-1.13914010e-02],
       [-7.87658354e-01],
       [-5.19166327e-01],
       [ 1.45679364e-01],
       [-3.55110238e-02],
       [ 1.12951303e+00],
       [ 3.12790415e-01],
       [ 8.21795099e-03],
       [-1.59646620e-02],
       [ 1.50042556e-01],
       [-6.88468847e-02],
       [-1.50512295e-01],
       [ 6.42193647e-01],
       [ 5.75340391e-01],
       [ 2.07240787e-01],
       [-1.11003224e-01],
       [-3.73050700e-01],
       [-1.34700239e-01],
       [ 2.09395462e-01],
       [ 4.18934211e-01],
       [-3.11504901e-01],
       [-3.93685510e-03],
       [ 1.81217983e-01],
       [ 3.88929559e-02],
       [ 8.06392964e-01],
       [ 9.95767927e-02],
       [ 6.59215187e-01],
       [-6.55461897e-01],
       [-1.08045908e-01],
       [-4.71500264e-01],
       [-2.30872554e-01],
       [-1.31435398e-01],
       [-4.05533663e-01],
       [-1.99968628e-01],
       [ 2.03841967e-01],
       [-3.46021660e-01],
       [-5.68571593e-01],
       [-2.00133331e-01],
       [ 4.98419657e-01],
       [ 5.72695641e-03],
       [ 4.09991014e-01],
       [ 8.94784305e-01],
       [ 2.20056743e-01],
       [ 4.90631229e-01],
       [-1.40823745e-02],
       [-1.39882565e-01],
       [-1.79730854e-01],
       [-2.31912136e-02],
       [ 8.32371058e-01],
       [-1.52104107e-01],
       [-2.38179057e-01],
       [-6.92929064e-01],
       [-1.71075374e-01],
       [-1.43747890e-01],
       [ 3.80376971e-01],
       [-1.53927281e-01],
       [ 4.15565072e-01],
       [-8.58274961e-03],
       [-5.93202199e-01],
       [-1.30696905e-01],
       [ 8.56930598e-02],
       [-4.62023789e-01],
       [-1.36018047e-01],
       [-2.37435575e-01],
       [ 3.02374492e-01],
       [-4.48222918e-02],
       [ 6.10957337e-01],
       [-9.06045712e-04],
       [ 3.00354523e-02],
       [ 2.50995155e-01],
       [ 3.85281857e-01],
       [ 8.45060869e-02],
       [ 3.19486774e-02],
       [ 3.64959848e-01],
       [-3.45148229e-01],
       [-6.39936617e-01],
       [ 7.11324605e-01],
       [-4.82893808e-02],
       [ 9.33006096e-02],
       [-1.00958242e-01],
       [-1.13572287e-01],
       [-7.93665837e-01],
       [-1.07816184e-02],
       [-1.60470023e-01],
       [ 5.53935168e-01],
       [ 1.32189904e-01],
       [-1.08115808e-02],
       [ 2.59261718e-01],
       [ 2.52475158e-01],
       [-1.72284906e-01],
       [ 8.90663190e-01],
       [ 4.92998398e-01],
       [-1.93329257e-01],
       [ 1.70250846e-02],
       [ 6.34904575e-01],
       [-3.61863012e-02],
       [-3.13144622e-03],
       [-4.81098742e-03],
       [-3.63832499e-01],
       [-3.31369137e-02],
       [-4.13745373e-01],
       [ 2.32165596e-02],
       [ 8.02635531e-02],
       [-5.46430337e-02],
       [-4.10809595e-01],
       [ 7.36285714e-02],
       [ 5.89752998e-02],
       [ 3.10427428e-02],
       [-1.26095965e-02],
       [-4.94612509e-03],
       [-9.63475258e-02],
       [-3.97443727e-01],
       [-5.56109586e-01],
       [ 3.52966069e-01],
       [ 1.90880200e-01],
       [ 4.73647401e-02],
       [ 2.10157953e-01],
       [ 2.17955074e-01],
       [ 1.86923787e-02],
       [ 2.34153433e-02],
       [-1.49291063e-02],
       [ 3.80064698e-01],
       [-6.11591084e-02],
       [ 4.47071770e-01],
       [-3.20047275e-01],
       [ 2.54551589e-02],
       [ 1.36071973e-01],
       [ 4.38806603e-01],
       [ 8.20067350e-02],
       [-1.36145471e-01],
       [ 6.54521283e-01],
       [ 7.46657443e-02],
       [-4.78827539e-02],
       [ 9.25872938e-02],
       [ 1.75479469e-01],
       [-3.83010198e-01],
       [ 7.93243122e-03],
       [ 4.77887462e-01],
       [-6.51621827e-01],
       [ 2.43531546e-01],
       [-5.96835421e-02],
       [-1.89600310e-01],
       [ 5.81524251e-04],
       [-3.49713000e-02],
       [-2.50222127e-01],
       [ 1.11350108e-01],
       [ 2.98248159e-02],
       [ 2.53686576e-03],
       [ 2.80763811e-02],
       [ 8.31280948e-01],
       [ 1.06615600e-01],
       [ 1.94266350e-01],
       [ 3.14710588e-01],
       [ 1.15505952e-02],
       [ 2.61993788e-01],
       [ 1.86465419e-01],
       [ 5.41429041e-01],
       [ 3.30999591e-02],
       [-7.35386376e-02],
       [ 1.48161802e-01],
       [-4.12624711e-01],
       [-2.70879156e-01],
       [-1.27120467e-01],
       [ 1.75311248e-01],
       [-3.89833378e-01],
       [ 5.00056248e-02],
       [-3.62543137e-02],
       [ 3.02487012e-01],
       [ 2.49022036e-01],
       [-1.11454971e-02],
       [-4.64525217e-01],
       [ 4.85573278e-01],
       [ 7.13558280e-04],
       [-3.87519705e-01],
       [-2.52955461e-01],
       [-1.68170938e-01],
       [ 3.73585614e-02],
       [ 8.78629480e-03],
       [-1.75534477e-02],
       [-4.44969954e-02],
       [-4.66068308e-02],
       [ 3.01071143e-02],
       [-7.31198243e-02],
       [-7.77332331e-02],
       [-2.79809719e-01],
       [ 4.75581705e-01],
       [ 3.32872135e-01],
       [ 1.56592208e-01],
       [-5.94320367e-01],
       [ 3.88006294e-01],
       [ 3.37292050e-03],
       [ 1.24095305e-02],
       [ 1.21547566e-01],
       [ 1.49909539e-02],
       [ 6.40173678e-01],
       [-1.08114706e-01],
       [-1.56097857e-01],
       [-1.97566685e-01],
       [-5.03707347e-01],
       [-1.22526184e+00],
       [ 2.94976305e-01],
       [ 2.97822444e-01],
       [ 3.37981880e-01],
       [-2.78823247e-01],
       [-1.81137465e-01],
       [ 1.99840347e-01],
       [ 5.01266396e-01],
       [-3.62184306e-01],
       [-3.24346865e-01],
       [-1.96295218e-01],
       [-6.34870699e-01],
       [-6.89161186e-01],
       [-2.57834775e-02],
       [-5.31058384e-01],
       [-3.56217905e-01],
       [ 2.95835313e-02],
       [-3.55896419e-01],
       [ 5.91416458e-01],
       [ 3.38634944e-01],
       [ 7.21913626e-01],
       [ 1.33617280e-01],
       [-4.96268261e-01],
       [-2.29153545e-03],
       [-1.18568752e-02],
       [-3.69260633e-01],
       [-3.44222245e-02],
       [ 2.61758275e-03],
       [-1.37930784e-01],
       [-1.24418806e-01],
       [-1.16033091e-01],
       [-3.83428202e-02],
       [ 8.78469753e-02],
       [ 1.36360322e-01],
       [-5.14786163e-02],
       [ 3.52235207e-02],
       [-2.90420146e-01],
       [-1.86180292e-02],
       [-5.78587075e-03],
       [-7.20822086e-03],
       [ 3.07296249e-01],
       [-2.05897293e-01]])>"
.q_sqrt,"<Parameter: name=fill_triangular, dtype=float64, shape=[1, 1000, 1000], fn=""fill_triangular"", numpy=
array([[[ 5.87970936e-02,  0.00000000e+00,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-2.13689863e-02,  5.94492061e-02,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-3.15220051e-02, -1.26326533e-02,  5.83250072e-02, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        ...,
        [ 8.17683507e-04,  1.85145238e-04,  7.31955727e-04, ...,
          9.78462796e-01,  0.00000000e+00,  0.00000000e+00],
        [-3.60457740e-03,  6.23410898e-03,  2.22136649e-03, ...,
          1.66385396e-04,  9.16859517e-01,  0.00000000e+00],
        [ 1.59531873e-03,  5.66201903e-04, -4.20295696e-03, ...,
          5.45221916e-05,  3.71249827e-02,  8.27537437e-01]]])>","<Parameter: name=fill_triangular, dtype=float64, shape=[1, 1000, 1000], fn=""fill_triangular"", numpy=
array([[[ 5.23953178e-02,  0.00000000e+00,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-1.92341451e-02,  7.88152292e-02,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-3.83968077e-02, -1.82818869e-02,  6.28648751e-02, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        ...,
        [-3.62324251e-03, -1.55873358e-03,  4.52245478e-03, ...,
          9.85740458e-01,  0.00000000e+00,  0.00000000e+00],
        [ 9.12697810e-05,  5.56658770e-03, -4.27483546e-03, ...,
         -2.05370851e-04,  9.48510410e-01,  0.00000000e+00],
        [ 1.09886835e-03, -2.18902232e-03, -3.88945193e-04, ...,
          3.36129632e-04,  2.28671361e-04,  9.17201178e-01]]])>","<Parameter: name=fill_triangular, dtype=float64, shape=[1, 1000, 1000], fn=""fill_triangular"", numpy=
array([[[ 6.33675001e-02,  0.00000000e+00,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-5.49450980e-02,  7.05904270e-02,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-3.10232581e-02, -1.14326871e-01,  3.14882598e-01, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        ...,
        [ 2.70206649e-03,  3.42967889e-03, -1.02615488e-03, ...,
          9.58055575e-01,  0.00000000e+00,  0.00000000e+00],
        [ 5.76047983e-04, -1.18251326e-03, -1.32714246e-03, ...,
         -5.57608516e-04,  8.99823128e-01,  0.00000000e+00],
        [ 9.70633636e-04,  2.36644262e-03,  1.27106256e-03, ...,
          1.48250897e-05, -2.50926186e-03,  7.87340581e-01]]])>","<Parameter: name=fill_triangular, dtype=float64, shape=[1, 1000, 1000], fn=""fill_triangular"", numpy=
array([[[ 6.78302259e-02,  0.00000000e+00,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-2.65616547e-02,  6.85480567e-02,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-4.74366227e-02, -1.27374439e-02,  1.06259008e-01, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        ...,
        [ 2.37169449e-03,  4.32036346e-03, -3.08955941e-03, ...,
          9.85272106e-01,  0.00000000e+00,  0.00000000e+00],
        [ 2.71695393e-03,  6.49922810e-04,  7.58240413e-03, ...,
         -7.04090667e-05,  8.31525629e-01,  0.00000000e+00],
        [-6.86972010e-04,  8.49000506e-04, -4.14525287e-05, ...,
         -1.16275934e-04,  5.51106533e-06,  8.90789977e-01]]])>","<Parameter: name=fill_triangular, dtype=float64, shape=[1, 1000, 1000], fn=""fill_triangular"", numpy=
array([[[ 5.22584099e-02,  0.00000000e+00,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-2.78640593e-02,  7.34654184e-02,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-1.33573089e-02, -2.56720417e-03,  7.34074875e-02, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        ...,
        [-3.93781430e-03,  3.84811879e-03, -1.70681212e-03, ...,
          9.16243704e-01,  0.00000000e+00,  0.00000000e+00],
        [-9.32446052e-03, -3.46845252e-03, -1.07252539e-02, ...,
         -7.47734861e-04,  5.61057674e-01,  0.00000000e+00],
        [-2.65949417e-03,  5.11967937e-04, -7.28040453e-04, ...,
          1.59647654e-04, -8.19392299e-04,  9.99542427e-01]]])>"
